treatment,num_tests,dilution,solution_found,max_gen,slurm_job_id,slurm_task_id,directory
downsampled,100,0_00000,False,300,18721588,25,downsampled/100/0_00000/17025
downsampled,100,0_00000,False,300,18721588,26,downsampled/100/0_00000/17026
downsampled,100,0_00000,False,300,18721588,27,downsampled/100/0_00000/17027
downsampled,100,0_00000,False,300,18721588,28,downsampled/100/0_00000/17028
downsampled,100,0_00000,False,300,18721588,29,downsampled/100/0_00000/17029
downsampled,100,0_00000,False,300,18721588,30,downsampled/100/0_00000/17030
downsampled,100,0_00000,False,300,18721588,31,downsampled/100/0_00000/17031
downsampled,100,0_00000,True,300,18721588,32,downsampled/100/0_00000/17032
downsampled,100,0_00000,False,300,18721588,33,downsampled/100/0_00000/17033
downsampled,100,0_00000,False,300,18721588,34,downsampled/100/0_00000/17034
downsampled,100,0_00000,False,300,18721588,35,downsampled/100/0_00000/17035
downsampled,100,0_00000,False,300,18721588,36,downsampled/100/0_00000/17036
downsampled,100,0_00000,False,300,18721588,37,downsampled/100/0_00000/17037
downsampled,100,0_00000,False,188,18721588,38,downsampled/100/0_00000/17038
downsampled,100,0_00000,False,300,18721588,39,downsampled/100/0_00000/17039
downsampled,100,0_00000,False,300,18721588,40,downsampled/100/0_00000/17040
downsampled,100,0_00000,False,300,18721588,41,downsampled/100/0_00000/17041
downsampled,100,0_00000,False,300,18721588,42,downsampled/100/0_00000/17042
downsampled,100,0_00000,False,300,18721588,43,downsampled/100/0_00000/17043
downsampled,100,0_00000,False,300,18721588,44,downsampled/100/0_00000/17044
downsampled,100,0_00000,False,300,18721588,45,downsampled/100/0_00000/17045
downsampled,100,0_00000,False,300,18721588,46,downsampled/100/0_00000/17046
downsampled,100,0_00000,False,300,18721588,47,downsampled/100/0_00000/17047
downsampled,100,0_00000,False,264,18721588,48,downsampled/100/0_00000/17048
downsampled,100,0_00000,False,300,18721588,49,downsampled/100/0_00000/17049
downsampled,100,0_00000,False,195,18721588,50,downsampled/100/0_00000/17050
downsampled,100,0_50000,False,147,18721589,1,downsampled/100/0_50000/17001
downsampled,100,0_50000,False,300,18721589,2,downsampled/100/0_50000/17002
downsampled,100,0_50000,False,300,18721589,3,downsampled/100/0_50000/17003
downsampled,100,0_50000,False,300,18721589,4,downsampled/100/0_50000/17004
downsampled,100,0_50000,False,300,18721589,5,downsampled/100/0_50000/17005
downsampled,100,0_50000,False,300,18721589,6,downsampled/100/0_50000/17006
downsampled,100,0_50000,False,300,18721589,7,downsampled/100/0_50000/17007
downsampled,100,0_50000,False,300,18721589,8,downsampled/100/0_50000/17008
downsampled,100,0_50000,False,300,18721589,9,downsampled/100/0_50000/17009
downsampled,100,0_50000,False,246,18721589,10,downsampled/100/0_50000/17010
downsampled,100,0_50000,False,300,18721589,11,downsampled/100/0_50000/17011
downsampled,100,0_50000,False,300,18721589,12,downsampled/100/0_50000/17012
downsampled,100,0_50000,False,300,18721589,13,downsampled/100/0_50000/17013
downsampled,100,0_50000,False,300,18721589,14,downsampled/100/0_50000/17014
downsampled,100,0_50000,False,300,18721589,15,downsampled/100/0_50000/17015
downsampled,100,0_50000,False,300,18721589,16,downsampled/100/0_50000/17016
downsampled,100,0_50000,False,300,18721589,17,downsampled/100/0_50000/17017
downsampled,100,0_50000,False,300,18721589,18,downsampled/100/0_50000/17018
downsampled,100,0_50000,False,300,18721589,19,downsampled/100/0_50000/17019
downsampled,100,0_50000,False,300,18721589,20,downsampled/100/0_50000/17020
downsampled,100,0_50000,False,241,18721589,21,downsampled/100/0_50000/17021
downsampled,100,0_50000,False,300,18721589,22,downsampled/100/0_50000/17022
downsampled,100,0_50000,False,300,18721589,23,downsampled/100/0_50000/17023
downsampled,100,0_50000,False,300,18721589,24,downsampled/100/0_50000/17024
downsampled,100,0_50000,False,300,18721589,25,downsampled/100/0_50000/17025
downsampled,100,0_50000,False,300,18721589,26,downsampled/100/0_50000/17026
downsampled,100,0_50000,False,300,18721589,27,downsampled/100/0_50000/17027
downsampled,100,0_50000,False,300,18721589,28,downsampled/100/0_50000/17028
downsampled,100,0_50000,False,300,18721589,29,downsampled/100/0_50000/17029
downsampled,100,0_50000,False,300,18721589,30,downsampled/100/0_50000/17030
downsampled,100,0_50000,False,300,18721589,31,downsampled/100/0_50000/17031
downsampled,100,0_50000,False,300,18721589,32,downsampled/100/0_50000/17032
downsampled,100,0_50000,False,300,18721589,33,downsampled/100/0_50000/17033
downsampled,100,0_50000,False,300,18721589,34,downsampled/100/0_50000/17034
downsampled,100,0_50000,False,300,18721589,35,downsampled/100/0_50000/17035
downsampled,100,0_50000,False,300,18721589,36,downsampled/100/0_50000/17036
downsampled,100,0_50000,False,300,18721589,37,downsampled/100/0_50000/17037
downsampled,100,0_50000,False,107,18721589,38,downsampled/100/0_50000/17038
downsampled,100,0_50000,False,300,18721589,39,downsampled/100/0_50000/17039
downsampled,100,0_50000,False,300,18721589,40,downsampled/100/0_50000/17040
downsampled,100,0_50000,False,300,18721589,41,downsampled/100/0_50000/17041
downsampled,100,0_50000,False,300,18721589,42,downsampled/100/0_50000/17042
downsampled,100,0_50000,False,300,18721589,43,downsampled/100/0_50000/17043
downsampled,100,0_50000,False,300,18721589,44,downsampled/100/0_50000/17044
downsampled,100,0_50000,False,300,18721589,45,downsampled/100/0_50000/17045
downsampled,100,0_50000,False,300,18721589,46,downsampled/100/0_50000/17046
downsampled,100,0_50000,True,300,18721589,47,downsampled/100/0_50000/17047
downsampled,100,0_50000,False,300,18721589,48,downsampled/100/0_50000/17048
downsampled,100,0_50000,False,300,18721589,49,downsampled/100/0_50000/17049
downsampled,100,0_50000,False,300,18721589,50,downsampled/100/0_50000/17050
downsampled,100,0_90000,False,300,18721590,1,downsampled/100/0_90000/17001
downsampled,100,0_90000,False,300,18721590,2,downsampled/100/0_90000/17002
downsampled,100,0_90000,False,300,18721590,3,downsampled/100/0_90000/17003
downsampled,100,0_90000,False,300,18721590,4,downsampled/100/0_90000/17004
downsampled,100,0_90000,False,300,18721590,5,downsampled/100/0_90000/17005
downsampled,100,0_90000,False,300,18721590,6,downsampled/100/0_90000/17006
downsampled,100,0_90000,False,300,18721590,7,downsampled/100/0_90000/17007
downsampled,100,0_90000,False,300,18721590,8,downsampled/100/0_90000/17008
downsampled,100,0_90000,False,300,18721590,9,downsampled/100/0_90000/17009
downsampled,100,0_90000,False,300,18721590,10,downsampled/100/0_90000/17010
downsampled,100,0_90000,False,300,18721590,11,downsampled/100/0_90000/17011
downsampled,100,0_90000,False,300,18721590,12,downsampled/100/0_90000/17012
downsampled,100,0_90000,False,300,18721590,13,downsampled/100/0_90000/17013
downsampled,100,0_90000,False,300,18721590,14,downsampled/100/0_90000/17014
downsampled,100,0_90000,False,300,18721590,15,downsampled/100/0_90000/17015
downsampled,100,0_90000,False,300,18721590,16,downsampled/100/0_90000/17016
downsampled,100,0_90000,False,300,18721590,17,downsampled/100/0_90000/17017
downsampled,100,0_90000,False,300,18721590,18,downsampled/100/0_90000/17018
downsampled,100,0_90000,False,300,18721590,19,downsampled/100/0_90000/17019
downsampled,100,0_90000,False,300,18721590,20,downsampled/100/0_90000/17020
downsampled,100,0_90000,False,300,18721590,21,downsampled/100/0_90000/17021
downsampled,100,0_90000,False,300,18721590,22,downsampled/100/0_90000/17022
downsampled,100,0_90000,False,300,18721590,23,downsampled/100/0_90000/17023
downsampled,100,0_90000,False,300,18721590,24,downsampled/100/0_90000/17024
downsampled,100,0_90000,False,300,18721590,25,downsampled/100/0_90000/17025
downsampled,100,0_90000,False,300,18721590,26,downsampled/100/0_90000/17026
downsampled,100,0_90000,False,300,18721590,27,downsampled/100/0_90000/17027
downsampled,100,0_90000,False,300,18721590,28,downsampled/100/0_90000/17028
downsampled,100,0_90000,False,300,18721590,29,downsampled/100/0_90000/17029
downsampled,100,0_90000,False,300,18721590,30,downsampled/100/0_90000/17030
downsampled,100,0_90000,False,300,18721590,31,downsampled/100/0_90000/17031
downsampled,100,0_90000,False,300,18721590,32,downsampled/100/0_90000/17032
downsampled,100,0_90000,False,300,18721590,33,downsampled/100/0_90000/17033
downsampled,100,0_90000,False,300,18721590,34,downsampled/100/0_90000/17034
downsampled,100,0_90000,False,300,18721590,35,downsampled/100/0_90000/17035
downsampled,100,0_90000,False,300,18721590,36,downsampled/100/0_90000/17036
downsampled,100,0_90000,False,300,18721590,37,downsampled/100/0_90000/17037
downsampled,100,0_90000,False,300,18721590,38,downsampled/100/0_90000/17038
downsampled,100,0_90000,False,300,18721590,39,downsampled/100/0_90000/17039
downsampled,100,0_90000,False,300,18721590,40,downsampled/100/0_90000/17040
downsampled,100,0_90000,False,300,18721590,41,downsampled/100/0_90000/17041
downsampled,100,0_90000,False,300,18721590,42,downsampled/100/0_90000/17042
downsampled,100,0_90000,False,300,18721590,43,downsampled/100/0_90000/17043
downsampled,100,0_90000,False,300,18721590,44,downsampled/100/0_90000/17044
downsampled,100,0_90000,False,300,18721590,45,downsampled/100/0_90000/17045
downsampled,100,0_90000,False,300,18721590,46,downsampled/100/0_90000/17046
downsampled,100,0_90000,False,300,18721590,47,downsampled/100/0_90000/17047
downsampled,100,0_90000,False,300,18721590,48,downsampled/100/0_90000/17048
downsampled,100,0_90000,False,300,18721590,49,downsampled/100/0_90000/17049
downsampled,100,0_90000,False,300,18721590,50,downsampled/100/0_90000/17050
